period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits
2021-03,2021-03-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,9958,6561,3397,65.9,2449,204,367
2021-03,2021-03-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,1955,1780,175,91.0,308,44,0
2021-03,2021-03-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,1165,798,367,68.5,179,212,0
2021-03,2021-03-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4315,2742,1573,63.5,1094,220,208
2021-03,2021-03-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1751,1158,593,66.1,309,211,0
2021-03,2021-03-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,450,377,73,83.6,82,116,0
2021-03,2021-03-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,3721,2955,766,79.4,1254,131,70
2021-03,2021-03-01,East of England,Norfolk and Norwich,Type 2 - Specialist,805,730,75,90.7,249,72,0
2021-03,2021-03-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,561,468,93,83.4,151,90,0
2021-03,2021-03-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8684,5449,3235,62.7,2064,210,29
2021-03,2021-03-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,2005,1586,419,79.1,432,140,0
2021-03,2021-03-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,3017,2652,365,87.9,478,85,0
2021-04,2021-04-01,London,Barts Health NHS Trust,Type 1 - Major A&E,4759,3615,1144,76.0,1230,172,111
2021-04,2021-04-01,London,Barts Health NHS Trust,Type 2 - Specialist,1661,1082,579,65.1,316,185,0
2021-04,2021-04-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,1345,1145,200,85.1,429,95,0
2021-04,2021-04-01,London,Imperial College Healthcare,Type 1 - Major A&E,10343,8489,1854,82.1,3344,108,163
2021-04,2021-04-01,London,Imperial College Healthcare,Type 2 - Specialist,1359,1045,314,76.9,448,113,0
2021-04,2021-04-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,582,467,115,80.1,111,133,0
2021-04,2021-04-01,London,Kings College Hospital,Type 1 - Major A&E,2681,2041,640,76.1,785,160,57
2021-04,2021-04-01,London,Kings College Hospital,Type 2 - Specialist,2825,2346,479,83.0,906,115,0
2021-04,2021-04-01,London,Kings College Hospital,Type 3 - Minor Injuries,769,638,131,83.0,194,96,0
2021-04,2021-04-01,London,Guy's and St Thomas',Type 1 - Major A&E,4659,2951,1708,63.3,1602,191,219
2021-04,2021-04-01,London,Guy's and St Thomas',Type 2 - Specialist,560,433,127,77.2,192,152,0
2021-04,2021-04-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,2069,1215,854,58.7,525,226,0
2021-04,2021-04-01,London,University College London Hospitals,Type 1 - Major A&E,10909,7541,3368,69.1,2982,155,127
2021-04,2021-04-01,London,University College London Hospitals,Type 2 - Specialist,2489,1577,912,63.4,703,225,0
2021-04,2021-04-01,London,University College London Hospitals,Type 3 - Minor Injuries,2212,1828,384,82.6,715,117,0
2021-04,2021-04-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,3081,2091,990,67.9,789,181,7
2021-04,2021-04-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,2577,2102,475,81.5,549,128,0
2021-04,2021-04-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,2317,1712,605,73.9,794,168,0
2021-04,2021-04-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,2449,2105,344,85.9,590,100,26
2021-04,2021-04-01,North West,Liverpool University Hospitals,Type 2 - Specialist,1081,693,388,64.1,228,200,0
2021-04,2021-04-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,1796,1579,217,87.9,303,49,0
2021-04,2021-04-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,7317,6235,1082,85.2,2111,112,158
2021-04,2021-04-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,2271,1808,463,79.6,735,131,0
2021-04,2021-04-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,783,710,73,90.7,211,56,0
2021-04,2021-04-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,4669,3692,977,79.1,849,100,46
2021-04,2021-04-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,2772,2532,240,91.3,730,61,0
2021-04,2021-04-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,2738,2032,706,74.2,776,129,0
2021-04,2021-04-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,5043,4332,711,85.9,1581,77,31
2021-04,2021-04-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,680,493,187,72.4,155,155,0
2021-04,2021-04-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,2543,2075,468,81.6,607,117,0
2021-04,2021-04-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,11010,9275,1735,84.2,2672,66,141
2021-04,2021-04-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,2160,1581,579,73.2,471,141,0
2021-04,2021-04-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,1229,996,233,81.0,333,130,0
2021-04,2021-04-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,10505,9344,1161,88.9,1614,58,75
2021-04,2021-04-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,635,551,84,86.7,212,63,0
2021-04,2021-04-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,644,455,189,70.5,159,193,0
2021-04,2021-04-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,8486,6478,2008,76.3,2187,127,26
2021-04,2021-04-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,2464,1762,702,71.5,429,151,0
2021-04,2021-04-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,1363,957,406,70.2,397,204,0
2021-04,2021-04-01,South East,Oxford University Hospitals,Type 1 - Major A&E,8066,7181,885,89.0,1350,88,73
2021-04,2021-04-01,South East,Oxford University Hospitals,Type 2 - Specialist,1428,901,527,63.1,396,211,0
2021-04,2021-04-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,2477,2178,299,87.9,458,98,0
2021-04,2021-04-01,South East,Brighton and Sussex,Type 1 - Major A&E,10030,8662,1368,86.4,2017,54,56
2021-04,2021-04-01,South East,Brighton and Sussex,Type 2 - Specialist,2389,2060,329,86.2,724,61,0
2021-04,2021-04-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,2634,1752,882,66.5,853,203,0
2021-04,2021-04-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,2732,1857,875,67.9,535,168,71
2021-04,2021-04-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,840,653,187,77.6,149,138,0
2021-04,2021-04-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,582,438,144,75.2,170,166,0
2021-04,2021-04-01,South East,East Kent Hospitals,Type 1 - Major A&E,7555,4874,2681,64.5,2227,223,364
2021-04,2021-04-01,South East,East Kent Hospitals,Type 2 - Specialist,2276,1622,654,71.3,428,149,0
2021-04,2021-04-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,1368,962,406,70.3,347,149,0
2021-04,2021-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,6219,4460,1759,71.7,2027,188,179
2021-04,2021-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,2186,1436,750,65.7,493,213,0
2021-04,2021-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1363,1028,335,75.4,362,174,0
2021-04,2021-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,11621,9843,1778,84.7,2139,102,25
2021-04,2021-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,876,553,323,63.0,303,193,0
2021-04,2021-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,1615,1179,436,73.0,248,151,0
2021-04,2021-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,8444,6676,1768,79.1,1700,102,200
2021-04,2021-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1276,961,315,75.3,207,153,0
2021-04,2021-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,714,522,192,73.0,156,187,0
2021-04,2021-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,4041,3039,1002,75.2,1091,172,24
2021-04,2021-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,678,647,31,95.3,129,44,0
2021-04,2021-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,764,657,107,85.9,248,83,0
2021-04,2021-04-01,South West,University Hospitals Bristol,Type 1 - Major A&E,8215,6932,1283,84.4,1365,83,4
2021-04,2021-04-01,South West,University Hospitals Bristol,Type 2 - Specialist,2604,2060,544,79.1,724,119,0
2021-04,2021-04-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,1795,1661,134,92.5,444,59,0
2021-04,2021-04-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,6133,4790,1343,78.1,1932,113,74
2021-04,2021-04-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,2965,2254,711,76.0,492,125,0
2021-04,2021-04-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,467,344,123,73.5,111,188,0
2021-04,2021-04-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,4178,3010,1168,72.0,1170,155,67
2021-04,2021-04-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,1572,1148,424,73.0,548,162,0
2021-04,2021-04-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,1160,851,309,73.3,191,157,0
2021-04,2021-04-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,10626,8428,2198,79.3,2676,132,75
2021-04,2021-04-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,2008,1497,511,74.5,512,160,0
2021-04,2021-04-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,2805,2174,631,77.5,619,131,0
2021-04,2021-04-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,9979,6851,3128,68.6,3420,212,195
2021-04,2021-04-01,East of England,Norfolk and Norwich,Type 2 - Specialist,2107,1573,534,74.6,373,160,0
2021-04,2021-04-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,1020,640,380,62.7,352,210,0
2021-04,2021-04-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,5201,3781,1420,72.7,1452,153,179
2021-04,2021-04-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,493,356,137,72.1,97,154,0
2021-04,2021-04-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,961,819,142,85.2,219,99,0
2021-05,2021-05-01,London,Barts Health NHS Trust,Type 1 - Major A&E,9851,6339,3512,64.3,3335,184,230
2021-05,2021-05-01,London,Barts Health NHS Trust,Type 2 - Specialist,1889,1562,327,82.6,578,101,0
2021-05,2021-05-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,910,637,273,69.9,177,166,0
2021-05,2021-05-01,London,Imperial College Healthcare,Type 1 - Major A&E,7536,6021,1515,79.9,2619,112,154
2021-05,2021-05-01,London,Imperial College Healthcare,Type 2 - Specialist,961,786,175,81.7,298,113,0
2021-05,2021-05-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,2296,1668,628,72.6,556,169,0
2021-05,2021-05-01,London,Kings College Hospital,Type 1 - Major A&E,10103,8920,1183,88.3,2232,97,17
2021-05,2021-05-01,London,Kings College Hospital,Type 2 - Specialist,2244,1372,872,61.1,373,250,0
2021-05,2021-05-01,London,Kings College Hospital,Type 3 - Minor Injuries,2956,2318,638,78.4,1020,113,0
2021-05,2021-05-01,London,Guy's and St Thomas',Type 1 - Major A&E,10117,6526,3591,64.5,1657,206,285
2021-05,2021-05-01,London,Guy's and St Thomas',Type 2 - Specialist,537,349,188,65.0,131,181,0
2021-05,2021-05-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,2187,1861,326,85.1,597,92,0
2021-05,2021-05-01,London,University College London Hospitals,Type 1 - Major A&E,8384,5364,3020,64.0,1416,225,195
2021-05,2021-05-01,London,University College London Hospitals,Type 2 - Specialist,1980,1231,749,62.2,664,240,0
2021-05,2021-05-01,London,University College London Hospitals,Type 3 - Minor Injuries,2893,1889,1004,65.3,822,207,0
2021-05,2021-05-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,2357,2059,298,87.3,709,65,43
2021-05,2021-05-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,614,538,76,87.5,113,65,0
2021-05,2021-05-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,912,782,130,85.7,166,83,0
2021-05,2021-05-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,5437,4945,492,90.9,979,67,54
2021-05,2021-05-01,North West,Liverpool University Hospitals,Type 2 - Specialist,2246,1723,523,76.7,590,137,0
2021-05,2021-05-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,1208,1025,183,84.8,219,102,0
2021-05,2021-05-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,7383,5458,1925,73.9,2571,165,56
2021-05,2021-05-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,1819,1293,526,71.1,539,181,0
2021-05,2021-05-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,1637,1268,369,77.4,427,126,0
2021-05,2021-05-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,10368,7093,3275,68.4,1975,192,372
2021-05,2021-05-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,2646,1775,871,67.1,860,203,0
2021-05,2021-05-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,885,703,182,79.3,289,128,0
2021-05,2021-05-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,7656,5980,1676,78.1,1153,138,41
2021-05,2021-05-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,530,363,167,68.4,130,172,0
2021-05,2021-05-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,609,485,124,79.5,150,121,0
2021-05,2021-05-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,2722,1738,984,63.8,754,204,8
2021-05,2021-05-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,1254,1112,142,88.6,395,56,0
2021-05,2021-05-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,689,487,202,70.7,135,197,0
2021-05,2021-05-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,3132,2814,318,89.8,1054,74,8
2021-05,2021-05-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,529,436,93,82.4,122,88,0
2021-05,2021-05-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,1979,1610,369,81.3,369,91,0
2021-05,2021-05-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,3694,3132,562,84.8,987,66,43
2021-05,2021-05-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,1850,1296,554,70.0,360,153,0
2021-05,2021-05-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,1398,1082,316,77.3,471,140,0
2021-05,2021-05-01,South East,Oxford University Hospitals,Type 1 - Major A&E,9209,7793,1416,84.6,2185,118,1
2021-05,2021-05-01,South East,Oxford University Hospitals,Type 2 - Specialist,2431,1893,538,77.8,729,126,0
2021-05,2021-05-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,1163,727,436,62.4,240,222,0
2021-05,2021-05-01,South East,Brighton and Sussex,Type 1 - Major A&E,5846,5084,762,87.0,1194,101,49
2021-05,2021-05-01,South East,Brighton and Sussex,Type 2 - Specialist,515,375,140,72.8,82,150,0
2021-05,2021-05-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,2110,1530,580,72.5,642,140,0
2021-05,2021-05-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,9008,7888,1120,87.6,2360,50,66
2021-05,2021-05-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,2344,1918,426,81.8,810,83,0
2021-05,2021-05-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,2839,1946,893,68.5,601,178,0
2021-05,2021-05-01,South East,East Kent Hospitals,Type 1 - Major A&E,9694,6262,3432,64.6,1890,223,45
2021-05,2021-05-01,South East,East Kent Hospitals,Type 2 - Specialist,827,623,204,75.3,266,175,0
2021-05,2021-05-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,1858,1571,287,84.5,309,67,0
2021-05,2021-05-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,10370,7667,2703,73.9,3318,127,39
2021-05,2021-05-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,2761,2293,468,83.0,448,110,0
2021-05,2021-05-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1404,1024,380,72.9,431,163,0
2021-05,2021-05-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,3859,2952,907,76.5,979,166,17
2021-05,2021-05-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,2044,1756,288,85.9,491,111,0
2021-05,2021-05-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,2713,2059,654,75.9,593,157,0
2021-05,2021-05-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,7613,6492,1121,85.3,1829,116,63
2021-05,2021-05-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,2555,1808,747,70.7,529,172,0
2021-05,2021-05-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,1375,1171,204,85.1,315,106,0
2021-05,2021-05-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,3976,2832,1144,71.2,1227,148,105
2021-05,2021-05-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,2672,2066,606,77.3,475,106,0
2021-05,2021-05-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,1099,997,102,90.7,198,30,0
2021-05,2021-05-01,South West,University Hospitals Bristol,Type 1 - Major A&E,7687,5464,2223,71.1,2388,188,106
2021-05,2021-05-01,South West,University Hospitals Bristol,Type 2 - Specialist,1228,1146,82,93.3,340,30,0
2021-05,2021-05-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,1108,811,297,73.2,168,155,0
2021-05,2021-05-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,6974,6160,814,88.3,1156,44,118
2021-05,2021-05-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,591,483,108,81.7,125,89,0
2021-05,2021-05-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,1527,1161,366,76.0,379,116,0
2021-05,2021-05-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,2645,1900,745,71.8,833,171,26
2021-05,2021-05-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,1728,1415,313,81.9,471,100,0
2021-05,2021-05-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,2831,2491,340,88.0,902,68,0
2021-05,2021-05-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,8665,7021,1644,81.0,1845,138,17
2021-05,2021-05-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1782,1562,220,87.6,293,46,0
2021-05,2021-05-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,2381,1653,728,69.4,389,209,0
2021-05,2021-05-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,11066,9909,1157,89.5,2175,40,136
2021-05,2021-05-01,East of England,Norfolk and Norwich,Type 2 - Specialist,1048,905,143,86.3,157,110,0
2021-05,2021-05-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,1400,1136,264,81.1,363,117,0
2021-05,2021-05-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,6692,4893,1799,73.1,1567,144,247
2021-05,2021-05-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,1624,1443,181,88.8,511,54,0
2021-05,2021-05-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2020,1884,136,93.3,426,64,0
2021-06,2021-06-01,London,Barts Health NHS Trust,Type 1 - Major A&E,3166,2195,971,69.3,551,189,14
